,Customer,Age,City,Product,Limit,Company,Segment,Payment_Date,Payment_Amount,Payment_Month,Payment_Year,Product_Level,Segment_Govt,Segment_Normal Salary,Segment_Salaried_MNC,Segment_Salaried_Pvt,Segment_Self Employed
221,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,03-Feb-05,217347.65,2,2005,2,False,False,True,False,False
222,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,03-Jan-04,294101.71,1,2004,2,False,False,True,False,False
223,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,17-Jan-05,386518.41,1,2005,2,False,False,True,False,False
224,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,23-Mar-06,170743.97,3,2006,2,False,False,True,False,False
225,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,07-May-05,87254.42,5,2005,2,False,False,True,False,False
226,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,01-Jun-05,439763.88,6,2005,2,False,False,True,False,False
227,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,03-Nov-06,484688.54,11,2006,2,False,False,True,False,False
228,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,25-Mar-06,494061.6,3,2006,2,False,False,True,False,False
229,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,12-Jan-04,369976.86,1,2004,2,False,False,True,False,False
230,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,04-Feb-06,142996.22,2,2006,2,False,False,True,False,False
231,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,12-Aug-05,206967.38,8,2005,2,False,False,True,False,False
232,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,29-May-05,235510.83,5,2005,2,False,False,True,False,False
233,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,03-Aug-06,221431.58,8,2006,2,False,False,True,False,False
234,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,31-Mar-06,404807.16,3,2006,2,False,False,True,False,False
235,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,03-Jan-04,498284.19,1,2004,2,False,False,True,False,False
236,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,16-Feb-05,154042.69,2,2005,2,False,False,True,False,False
237,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,25-Mar-06,137834.5,3,2006,2,False,False,False,True,False
238,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,01-Feb-05,262549.83,2,2005,2,False,False,False,True,False
239,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,25-Apr-04,453661.84,4,2004,2,False,False,False,True,False
240,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,21-Nov-06,22692.95,11,2006,2,False,False,False,True,False
241,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,20-Nov-05,397945.07,11,2005,2,False,False,False,True,False
242,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,03-Jun-05,9887.74,6,2005,2,False,False,False,True,False
243,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,03-Aug-06,198623.13,8,2006,2,False,False,False,True,False
244,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,16-Feb-05,335634.81,2,2005,2,False,False,False,True,False
245,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,31-Mar-06,267810.55,3,2006,2,False,False,False,True,False
246,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,03-Jan-04,312439.76,1,2004,2,False,False,False,True,False
247,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,28-Feb-05,177114.2,2,2005,2,False,False,False,True,False
248,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,06-Apr-04,358920.36,4,2004,2,False,False,False,True,False
249,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,05-May-04,212622.51,5,2004,2,False,False,False,True,False
250,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,29-May-05,243922.47,5,2005,2,False,False,False,True,False
251,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,03-Jul-06,41962.19,7,2006,2,False,False,False,True,False
252,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,04-Feb-06,6804.22,2,2006,2,False,False,False,True,False
253,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,15-Jan-04,238399.45,1,2004,2,False,False,False,True,False
254,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,23-Feb-05,350149.89,2,2005,2,False,False,False,True,False
255,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,19-Mar-04,425031.99,3,2004,2,False,False,False,True,False
256,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,08-May-06,301965.95,5,2006,2,False,False,False,True,False
257,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,02-Jun-05,31241.24,6,2005,2,False,False,False,True,False
258,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,03-Dec-06,388821.96,12,2006,2,False,False,False,True,False
259,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,26-Mar-06,138459.02,3,2006,2,False,False,False,True,False
260,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,03-Jan-04,302408.5,1,2004,2,False,False,False,True,False
261,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,25-Mar-06,253549.89,3,2006,2,False,False,False,True,False
262,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,05-May-04,326909.73,5,2004,2,False,False,False,True,False
263,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,30-May-05,332865.97,5,2005,2,False,False,False,True,False
264,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,03-Sep-06,462300.8,9,2006,2,False,False,False,True,False
265,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,23-Mar-06,460200.56,3,2006,2,False,False,False,True,False
266,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,15-Jan-04,139867.16,1,2004,2,False,False,False,True,False
267,A14,16,BANGALORE,Gold,500000.0,C14,Salaried_Pvt,23-Feb-05,350670.39,2,2005,2,False,False,False,True,False
268,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,31-Mar-06,437119.51,3,2006,2,True,False,False,False,False
269,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,06-May-06,321684.83,5,2006,2,True,False,False,False,False
270,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,30-May-05,365542.48,5,2005,2,True,False,False,False,False
271,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,03-Aug-06,17981.25,8,2006,2,True,False,False,False,False
272,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,25-Mar-06,262100.76,3,2006,2,True,False,False,False,False
273,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,25-Jan-04,129808.72,1,2004,2,True,False,False,False,False
274,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,01-Feb-05,194420.82,2,2005,2,True,False,False,False,False
275,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,05-Mar-06,33491.82,3,2006,2,True,False,False,False,False
276,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,09-May-05,356235.03,5,2005,2,True,False,False,False,False
277,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,03-Jun-05,49334.38,6,2005,2,True,False,False,False,False
278,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,12-Jan-04,487671.4,1,2004,2,True,False,False,False,False
279,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,27-Mar-06,340251.99,3,2006,2,True,False,False,False,False
280,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,15-Jan-04,384183.76,1,2004,2,True,False,False,False,False
281,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,31-Mar-06,301570.02,3,2006,2,True,False,False,False,False
282,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,06-May-06,477194.24,5,2006,2,True,False,False,False,False
283,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,31-May-05,433112.39,5,2005,2,True,False,False,False,False
284,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,03-Oct-06,227585.03,10,2006,2,True,False,False,False,False
285,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,24-Mar-06,364161.98,3,2006,2,True,False,False,False,False
286,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,25-Jan-04,49838.73,1,2004,2,True,False,False,False,False
287,A15,25,CALCUTTA,Gold,500000.0,C15,Govt,03-Feb-05,322123.69,2,2005,2,True,False,False,False,False
288,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,23-Mar-06,103923.7,3,2006,2,False,True,False,False,False
289,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,07-May-05,27330.96,5,2005,2,False,True,False,False,False
290,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,31-May-05,398262.74,5,2005,2,False,True,False,False,False
291,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,03-Sep-06,339373.25,9,2006,2,False,True,False,False,False
292,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,31-Mar-06,13804.36,3,2006,2,False,True,False,False,False
293,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,12-Jan-04,484624.19,1,2004,2,False,True,False,False,False
294,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,05-Feb-04,50358.44,2,2004,2,False,True,False,False,False
295,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,04-Apr-05,338710.86,4,2005,2,False,True,False,False,False
296,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,10-May-06,143835.0,5,2006,2,False,True,False,False,False
297,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,03-Jul-05,367100.15,7,2005,2,False,True,False,False,False
298,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,03-Jan-04,262142.78,1,2004,2,False,True,False,False,False
299,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,28-Mar-06,89550.41,3,2006,2,False,True,False,False,False
300,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,25-Jan-04,203703.32,1,2004,2,False,True,False,False,False
301,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,23-Mar-06,206863.77,3,2006,2,False,True,False,False,False
302,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,07-May-05,2787.39,5,2005,2,False,True,False,False,False
303,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,01-Jun-05,92055.06,6,2005,2,False,True,False,False,False
304,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,03-Nov-06,260514.95,11,2006,2,False,True,False,False,False
305,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,25-Mar-06,472718.78,3,2006,2,False,True,False,False,False
306,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,12-Jan-04,121382.43,1,2004,2,False,True,False,False,False
307,A16,52,COCHIN,Gold,500000.0,C16,Normal Salary,04-Feb-06,280785.41,2,2006,2,False,True,False,False,False
308,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,19-Mar-04,408466.94,3,2004,2,False,False,False,False,True
309,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,08-May-06,234053.99,5,2006,2,False,False,False,False,True
310,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,01-Jun-05,160665.44,6,2005,2,False,False,False,False,True
311,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,03-Oct-06,412459.19,10,2006,2,False,False,False,False,True
312,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,23-Mar-06,444996.81,3,2006,2,False,False,False,False,True
313,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,03-Jan-04,104323.71,1,2004,2,False,False,False,False,True
314,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,28-Feb-05,374865.01,2,2005,2,False,False,False,False,True
315,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,30-Apr-06,391463.29,4,2006,2,False,False,False,False,True
316,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,11-Jul-06,118112.45,7,2006,2,False,False,False,False,True
317,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,03-Aug-05,98341.04,8,2005,2,False,False,False,False,True
318,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,15-Jan-04,149552.7,1,2004,2,False,False,False,False,True
319,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,29-Mar-06,169871.3,3,2006,2,False,False,False,False,True
320,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,12-Jan-04,426479.22,1,2004,2,False,False,False,False,True
321,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,19-Mar-04,255335.34,3,2004,2,False,False,False,False,True
322,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,08-May-06,148827.7,5,2006,2,False,False,False,False,True
323,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,02-Jun-05,97272.34,6,2005,2,False,False,False,False,True
324,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,03-Dec-06,479227.3,12,2006,2,False,False,False,False,True
325,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,26-Mar-06,422159.88,3,2006,2,False,False,False,False,True
326,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,03-Jan-04,81290.11,1,2004,2,False,False,False,False,True
327,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,25-Mar-06,306611.23,3,2006,2,False,False,False,False,True
328,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,05-Mar-06,213352.06,3,2006,1,False,False,True,False,False
329,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,09-May-05,402894.96,5,2005,1,False,False,True,False,False
330,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,02-Jun-05,268556.31,6,2005,1,False,False,True,False,False
331,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,03-Nov-06,195876.51,11,2006,1,False,False,True,False,False
332,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,24-Mar-06,441039.88,3,2006,1,False,False,True,False,False
333,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,15-Jan-04,406501.59,1,2004,1,False,False,True,False,False
334,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,16-Feb-05,38296.41,2,2005,1,False,False,True,False,False
335,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,25-Apr-04,250429.66,4,2004,1,False,False,True,False,False
336,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,12-Aug-05,274256.9,8,2005,1,False,False,True,False,False
337,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,03-Sep-05,168067.16,9,2005,1,False,False,True,False,False
338,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,25-Jan-04,355305.57,1,2004,1,False,False,True,False,False
339,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,30-Mar-06,375344.31,3,2006,1,False,False,True,False,False
340,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,03-Jan-04,457966.08,1,2004,1,False,False,True,False,False
341,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,05-Mar-06,323868.57,3,2006,1,False,False,True,False,False
342,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,09-May-05,211590.61,5,2005,1,False,False,True,False,False
343,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,03-Jun-05,238013.48,6,2005,1,False,False,True,False,False
344,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,12-Jan-04,1240.63,1,2004,1,False,False,True,False,False
345,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,27-Mar-06,264902.72,3,2006,1,False,False,True,False,False
346,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,15-Jan-04,90352.08,1,2004,1,False,False,True,False,False
347,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,31-Mar-06,332113.54,3,2006,1,False,False,True,False,False
348,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,04-Apr-05,347826.27,4,2005,3,False,False,False,True,False
349,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,10-May-06,284384.54,5,2006,3,False,False,False,True,False
350,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,03-Jun-05,55869.98,6,2005,3,False,False,False,True,False
351,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,03-Dec-06,169987.85,12,2006,3,False,False,False,True,False
352,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,25-Mar-06,190212.08,3,2006,3,False,False,False,True,False
353,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,25-Jan-04,57524.44,1,2004,3,False,False,False,True,False
354,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,23-Feb-05,477491.51,2,2005,3,False,False,False,True,False
355,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,19-Apr-06,313391.53,4,2006,3,False,False,False,True,False
356,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,13-Sep-04,384470.75,9,2004,3,False,False,False,True,False
357,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,03-Oct-05,140415.33,10,2005,3,False,False,False,True,False
358,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,17-Jan-05,94479.51,1,2005,3,False,False,False,True,False
359,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,31-Mar-06,157933.51,3,2006,3,False,False,False,True,False
360,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,15-Jan-04,20114.19,1,2004,3,False,False,False,True,False
361,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,04-Apr-05,115795.63,4,2005,3,False,False,False,True,False
362,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,10-May-06,412244.29,5,2006,3,False,False,False,True,False
363,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,03-Jul-05,281361.68,7,2005,3,False,False,False,True,False
364,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,03-Jan-04,158594.82,1,2004,3,False,False,False,True,False
365,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,28-Mar-06,48272.44,3,2006,3,False,False,False,True,False
366,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,25-Jan-04,170824.09,1,2004,3,False,False,False,True,False
367,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,23-Mar-06,117175.37,3,2006,3,False,False,False,True,False
368,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,30-Apr-06,471099.22,4,2006,3,True,False,False,False,False
369,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,11-Jul-06,125789.06,7,2006,3,True,False,False,False,False
370,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,03-Jul-05,12311.27,7,2005,3,True,False,False,False,False
371,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,12-Jan-04,375694.96,1,2004,3,True,False,False,False,False
372,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,26-Mar-06,179826.1,3,2006,3,True,False,False,False,False
373,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,12-Jan-04,153540.16,1,2004,3,True,False,False,False,False
374,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,03-Feb-05,220681.41,2,2005,3,True,False,False,False,False
375,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,06-Apr-04,347978.28,4,2004,3,True,False,False,False,False
376,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,20-Nov-05,277757.25,11,2005,3,True,False,False,False,False
377,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,03-Nov-05,342030.38,11,2005,3,True,False,False,False,False
378,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,23-Feb-05,213741.25,2,2005,3,True,False,False,False,False
379,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,01-Apr-06,406103.51,4,2006,3,True,False,False,False,False
380,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,12-Jan-04,267679.45,1,2004,3,True,False,False,False,False
381,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,30-Apr-06,349408.06,4,2006,3,True,False,False,False,False
382,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,11-Jul-06,99511.67,7,2006,3,True,False,False,False,False
383,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,03-Aug-05,213205.01,8,2005,3,True,False,False,False,False
384,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,15-Jan-04,337926.07,1,2004,3,True,False,False,False,False
385,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,29-Mar-06,142558.46,3,2006,3,True,False,False,False,False
386,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,12-Jan-04,59829.23,1,2004,3,True,False,False,False,False
387,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,19-Mar-04,240282.7,3,2004,3,True,False,False,False,False
388,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,25-Apr-04,380802.6,4,2004,3,False,True,False,False,False
389,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,12-Aug-05,394173.66,8,2005,3,False,True,False,False,False
390,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Aug-05,442316.54,8,2005,3,False,True,False,False,False
391,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Jan-04,210427.78,1,2004,3,False,True,False,False,False
392,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,27-Mar-06,351450.1,3,2006,3,False,True,False,False,False
393,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Jan-04,432751.25,1,2004,3,False,True,False,False,False
394,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,04-Feb-06,406096.67,2,2006,3,False,True,False,False,False
395,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,27-Apr-05,18883.95,4,2005,3,False,True,False,False,False
396,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,21-Nov-06,269546.03,11,2006,3,False,True,False,False,False
397,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Dec-05,489260.28,12,2005,3,False,True,False,False,False
398,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,01-Feb-05,330195.0,2,2005,3,False,True,False,False,False
399,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,02-Apr-06,410448.18,4,2006,3,False,True,False,False,False
400,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Jan-04,302056.88,1,2004,3,False,True,False,False,False
401,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,25-Apr-04,66949.5,4,2004,3,False,True,False,False,False
402,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,12-Aug-05,485424.14,8,2005,3,False,True,False,False,False
403,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Sep-05,449509.39,9,2005,3,False,True,False,False,False
404,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,25-Jan-04,269674.17,1,2004,3,False,True,False,False,False
405,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,30-Mar-06,402301.36,3,2006,3,False,True,False,False,False
406,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Jan-04,415697.29,1,2004,3,False,True,False,False,False
407,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,05-Mar-06,113636.1,3,2006,3,False,True,False,False,False
408,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,08-May-06,33868.33,5,2006,3,False,True,False,False,False
409,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Jul-05,108209.03,7,2005,3,False,True,False,False,False
410,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Feb-05,395046.54,2,2005,3,False,True,False,False,False
411,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,12-Jan-04,395183.42,1,2004,3,False,True,False,False,False
412,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,07-May-05,22402.48,5,2005,3,False,True,False,False,False
413,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Jun-05,212853.99,6,2005,3,False,True,False,False,False
414,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,23-Feb-05,22190.97,2,2005,3,False,True,False,False,False
415,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,25-Jan-04,41154.52,1,2004,3,False,True,False,False,False
416,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,06-May-06,251831.71,5,2006,3,False,True,False,False,False
417,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,02-Jun-05,177548.41,6,2005,3,False,True,False,False,False
418,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,16-Feb-05,119478.97,2,2005,3,False,True,False,False,False
419,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,15-Jan-04,394686.46,1,2004,3,False,True,False,False,False
420,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,05-May-04,240280.45,5,2004,3,False,True,False,False,False
421,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,19-Apr-06,219264.02,4,2006,1,False,False,False,False,True
422,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,13-Sep-04,3604.58,9,2004,1,False,False,False,False,True
423,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Sep-05,362182.7,9,2005,1,False,False,False,False,True
424,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,15-Jan-04,429311.06,1,2004,1,False,False,False,False,True
425,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,28-Mar-06,281567.68,3,2006,1,False,False,False,False,True
426,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,15-Jan-04,363041.33,1,2004,1,False,False,False,False,True
427,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,25-Mar-06,257321.06,3,2006,1,False,False,False,False,True
428,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,05-May-04,152613.38,5,2004,1,False,False,False,False,True
429,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,22-Nov-05,41542.81,11,2005,1,False,False,False,False,True
430,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Jan-06,326909.16,1,2006,1,False,False,False,False,True
431,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,05-Feb-04,49814.89,2,2004,1,False,False,False,False,True
432,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Apr-06,92140.92,4,2006,1,False,False,False,False,True
433,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,15-Jan-04,483926.54,1,2004,1,False,False,False,False,True
434,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,19-Apr-06,452164.81,4,2006,1,False,False,False,False,True
435,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,13-Sep-04,191467.49,9,2004,1,False,False,False,False,True
436,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Oct-05,124904.98,10,2005,1,False,False,False,False,True
437,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,17-Jan-05,446974.62,1,2005,1,False,False,False,False,True
438,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,31-Mar-06,53130.91,3,2006,1,False,False,False,False,True
439,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,15-Jan-04,394532.35,1,2004,1,False,False,False,False,True
