,Customer,Age,City,Product,Limit,Company,Segment,Spend_Date,Spend_Type,Spend_Amount,Spend_Month,Spend_Year,Spend Amount to Limit Ratio,Product_Level,Segment_Govt,Segment_Normal Salary,Segment_Salaried_MNC,Segment_Salaried_Pvt,Segment_Self Employed,Spend_Type_AIR TICKET,Spend_Type_AUTO,Spend_Type_BIKE,Spend_Type_BUS TICKET,Spend_Type_CAMERA,Spend_Type_CAR,Spend_Type_CLOTHES,Spend_Type_FOOD,Spend_Type_JEWELLERY,Spend_Type_MOVIE TICKET,Spend_Type_PETRO,Spend_Type_RENTAL,Spend_Type_SANDALS,Spend_Type_SHOPPING,Spend_Type_TRAIN TICKET
326,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,20-Nov-05,BIKE,57111.38,11,2005,0.11422275999999999,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
327,A17,78,BOMBAY,Gold,500000.0,C17,Self Employed,03-Nov-05,TRAIN TICKET,433833.71,11,2005,0.8676674200000001,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
328,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,05-Mar-06,CLOTHES,19272.94,3,2006,0.1927294,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
329,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,03-Oct-05,SHOPPING,115488.88,10,2005,1.1548888,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
330,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,25-Jan-04,TRAIN TICKET,82720.75,1,2004,0.8272075,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
331,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,29-Mar-06,CAMERA,334432.74,3,2006,3.3443274,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
332,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,25-Jan-04,FOOD,466922.14,1,2004,4.6692214000000005,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
333,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,31-Mar-06,AUTO,478891.22,3,2006,4.7889121999999995,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
334,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,13-Sep-04,TRAIN TICKET,457364.09,9,2004,4.5736409,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
335,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,30-May-05,FOOD,234158.9,5,2005,2.341589,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
336,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,03-Sep-06,MOVIE TICKET,246029.64,9,2006,2.4602964000000003,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
337,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,23-Mar-06,CAMERA,393056.28,3,2006,3.9305628,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
338,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,15-Jan-04,SHOPPING,107056.49,1,2004,1.0705649000000002,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
339,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,23-Feb-05,TRAIN TICKET,374791.98,2,2005,3.7479198,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
340,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,10-May-06,TRAIN TICKET,221258.92,5,2006,2.2125892,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
341,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,03-Jul-05,CAMERA,144899.97,7,2005,1.4489997000000001,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
342,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,03-Jan-04,CAMERA,213041.24,1,2004,2.1304124,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
343,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,28-Mar-06,SHOPPING,166127.87,3,2006,1.6612787,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
344,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,25-Jan-04,MOVIE TICKET,383683.27,1,2004,3.8368327,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
345,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,23-Mar-06,PETRO,401618.63,3,2006,4.0161863,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
346,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,21-Nov-06,AUTO,74647.08,11,2006,0.7464708,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
347,A18,34,BANGALORE,Silver,100000.0,C18,Salaried_MNC,03-Dec-05,RENTAL,15237.44,12,2005,0.1523744,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
348,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,04-Apr-05,FOOD,441442.26,4,2005,44.144226,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
349,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,03-Nov-05,AIR TICKET,167577.01,11,2005,16.757701,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
350,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,17-Jan-05,RENTAL,317065.31,1,2005,31.706531,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
351,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,30-Mar-06,CLOTHES,445841.52,3,2006,44.584152,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
352,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,12-Jan-04,FOOD,410478.96,1,2004,41.047896,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
353,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,23-Mar-06,SHOPPING,243960.25,3,2006,24.396025,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
354,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,20-Nov-05,RENTAL,266948.51,11,2005,26.694851,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
355,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,31-May-05,FOOD,117920.96,5,2005,11.792096,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
356,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,03-Oct-06,JEWELLERY,200588.13,10,2006,20.058813,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
357,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,24-Mar-06,SANDALS,210962.36,3,2006,21.096235999999998,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
358,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,25-Jan-04,AIR TICKET,68610.51,1,2004,6.861051,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
359,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,03-Feb-05,TRAIN TICKET,425536.83,2,2005,42.553683,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
360,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,11-Jul-06,TRAIN TICKET,150833.96,7,2006,15.083395999999999,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
361,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,03-Aug-05,SHOPPING,354199.11,8,2005,35.419911,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
362,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,15-Jan-04,CAMERA,184771.88,1,2004,18.477188,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
363,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,29-Mar-06,AIR TICKET,304332.65,3,2006,30.433265000000002,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
364,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,12-Jan-04,JEWELLERY,260909.8,1,2004,26.09098,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
365,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,19-Mar-04,PETRO,186400.75,3,2004,18.640075,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
366,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,22-Nov-05,SHOPPING,457672.04,11,2005,45.767204,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
367,A19,27,BANGALORE,Platimum,10000.0,C19,Salaried_Pvt,03-Jan-06,MOVIE TICKET,467517.17,1,2006,46.751717,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
368,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,30-Apr-06,JEWELLERY,356733.48,4,2006,35.669781021897805,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
369,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,03-Dec-05,AIR TICKET,289182.73,12,2005,28.915381461853812,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
370,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,23-Feb-05,MOVIE TICKET,460130.36,2,2005,46.00843515648435,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
371,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,31-Mar-06,FOOD,406960.62,3,2006,40.69199280071993,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
372,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,03-Jan-04,FOOD,294948.41,1,2004,29.491891810818917,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
373,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,19-Mar-04,AIR TICKET,274363.73,3,2004,27.433629637036294,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,21-Nov-06,MOVIE TICKET,126928.82,11,2006,12.691612838716129,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
375,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,01-Jun-05,FOOD,405378.23,6,2005,40.53376962303769,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
376,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,03-Nov-06,PETRO,344151.68,11,2006,34.41172682731727,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
377,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,25-Mar-06,CAR,250577.45,3,2006,25.055239476052396,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
378,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,12-Jan-04,BUS TICKET,433801.8,1,2004,43.37584241575842,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
379,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,04-Feb-06,TRAIN TICKET,221480.81,2,2006,22.145866413358664,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
380,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,12-Aug-05,TRAIN TICKET,328899.39,8,2005,32.886650334966504,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
381,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,03-Sep-05,AIR TICKET,244668.92,9,2005,24.464445555444456,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
382,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,25-Jan-04,CAMERA,84269.28,1,2004,8.426085391460854,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
383,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,30-Mar-06,BUS TICKET,26142.18,3,2006,2.613956604339566,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
384,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,03-Jan-04,PETRO,85002.75,1,2004,8.49942505749425,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
385,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,05-Mar-06,PETRO,472065.9,3,2006,47.2018698130187,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
386,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,23-Nov-04,AIR TICKET,63132.03,11,2004,6.3125717428257175,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387,A20,27,CALCUTTA,Platimum,10001.0,C20,Govt,03-Feb-06,BIKE,292011.92,2,2006,29.19827217278272,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
388,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,25-Apr-04,PETRO,190011.63,4,2004,18.997363527294542,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
389,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Jan-06,AIR TICKET,477615.93,1,2006,47.752042591481704,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,01-Feb-05,JEWELLERY,203505.93,2,2005,20.34652369526095,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
391,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,01-Apr-06,CAMERA,265164.32,4,2006,26.51112977404519,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
392,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,15-Jan-04,FOOD,100501.87,1,2004,10.048177364527094,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
393,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,05-Mar-06,BUS TICKET,210648.82,3,2006,21.060669866026796,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
394,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,22-Nov-05,JEWELLERY,401959.6,11,2005,40.187922415516894,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
395,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,02-Jun-05,FOOD,247287.46,6,2005,24.72380123975205,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
396,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Dec-06,PETRO,452425.82,12,2006,45.23353529294141,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
397,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,26-Mar-06,BIKE,397003.51,3,2006,39.6924125174965,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
398,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Jan-04,TRAIN TICKET,301196.52,1,2004,30.113629274145172,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
399,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,25-Mar-06,TRAIN TICKET,473984.25,3,2006,47.38894721055789,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
400,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,13-Sep-04,TRAIN TICKET,285472.35,9,2004,28.541526694661066,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
401,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Oct-05,BUS TICKET,146556.94,10,2005,14.652763447310537,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
402,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,17-Jan-05,CAMERA,322221.08,1,2005,32.2156648670266,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
403,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,31-Mar-06,TRAIN TICKET,321996.06,3,2006,32.193167366526694,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
404,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,15-Jan-04,PETRO,285085.87,1,2004,28.502886422715456,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
405,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,04-Apr-05,PETRO,496358.65,4,2005,49.62593981203759,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
406,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,24-May-05,BUS TICKET,344430.33,5,2005,34.43614577084583,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
407,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Mar-06,AUTO,419650.32,3,2006,41.95664067186563,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
408,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,12-Jan-04,TRAIN TICKET,7745.43,1,2004,0.7743881223755249,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
409,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Jan-04,FOOD,30519.76,1,2004,3.051365726854629,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
410,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,23-Mar-06,FOOD,7215.93,3,2006,0.7214487102579484,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
411,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,31-May-05,FOOD,246951.23,5,2005,24.6901849630074,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
412,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,05-Feb-04,BUS TICKET,237115.63,2,2004,23.706821635672867,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
413,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,12-Jan-04,SHOPPING,163616.63,1,2004,16.358391321735652,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
414,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,06-Apr-04,BUS TICKET,493598.56,4,2004,49.34998600279944,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
415,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-Oct-05,BUS TICKET,223145.13,10,2005,22.31005098980204,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
416,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,31-Mar-06,PETRO,33232.51,3,2006,3.3225864827034597,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
417,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,12-Jan-04,JEWELLERY,433696.96,1,2004,43.36102379524095,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
418,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,10-May-06,FOOD,376647.18,5,2006,37.657186562687464,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
419,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,03-May-06,AIR TICKET,113200.17,5,2006,11.317753449310137,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
420,A21,57,COCHIN,Platimum,10002.0,C21,Normal Salary,29-Mar-06,SHOPPING,294034.8,3,2006,29.397600479904018,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
421,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,19-Apr-06,CLOTHES,423672.5,4,2006,4.236725,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
422,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Feb-06,AIR TICKET,261854.22,2,2006,2.6185422,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
423,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,05-Feb-04,PETRO,32089.03,2,2004,0.32089029999999996,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
424,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,02-Apr-06,SANDALS,271866.51,4,2006,2.7186651,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
425,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,12-Jan-04,FOOD,370895.27,1,2004,3.7089527,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
426,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,04-Apr-05,TRAIN TICKET,8987.04,4,2005,0.0898704,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
427,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,23-Nov-04,PETRO,417496.52,11,2004,4.1749652,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
428,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Jun-05,FOOD,273207.18,6,2005,2.7320718,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
429,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,12-Jan-04,PETRO,106897.2,1,2004,1.068972,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
430,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,27-Mar-06,AUTO,66833.86,3,2006,0.6683386,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
431,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,15-Jan-04,RENTAL,265755.35,1,2004,2.6575534999999997,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
432,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,31-Mar-06,TRAIN TICKET,305269.62,3,2006,3.0526961999999997,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
433,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,20-Nov-05,TRAIN TICKET,349814.2,11,2005,3.498142,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
434,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Nov-05,TRAIN TICKET,439760.73,11,2005,4.3976073,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
435,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,23-Feb-05,SHOPPING,108883.79,2,2005,1.0888379,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
436,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,01-Apr-06,RENTAL,258226.14,4,2006,2.5822614,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
437,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,12-Jan-04,PETRO,300820.31,1,2004,3.0082031,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
438,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,30-Apr-06,PETRO,173753.09,4,2006,1.7375308999999999,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
439,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,25-May-05,TRAIN TICKET,243032.21,5,2005,2.4303220999999997,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
440,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Apr-06,SHOPPING,298006.4,4,2006,2.980064,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
441,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Jan-04,TRAIN TICKET,125328.55,1,2004,1.2532855,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
442,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,15-Jan-04,CAMERA,475953.8,1,2004,4.759538,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
443,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,19-Mar-04,FOOD,361901.35,3,2004,3.6190135,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
444,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,01-Jun-05,CAMERA,140610.03,6,2005,1.4061003,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
445,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,28-Feb-05,TRAIN TICKET,302388.32,2,2005,3.0238832,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
446,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Jan-04,SHOPPING,301201.09,1,2004,3.0120109000000004,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
447,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,27-Apr-05,TRAIN TICKET,113305.19,4,2005,1.1330519000000001,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
448,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Nov-05,TRAIN TICKET,170559.4,11,2005,1.7055939999999998,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
449,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,23-Mar-06,PETRO,407904.49,3,2006,4.0790448999999995,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
450,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,03-Jan-04,JEWELLERY,303466.61,1,2004,3.0346661,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
451,A22,27,BOMBAY,Silver,100000.0,C22,Self Employed,11-Jul-06,CAMERA,283358.58,7,2006,2.8335858000000003,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
