,DateTime,Junction,Vehicles,ID,date,time,hour,day,month,year,dayofweek
5163,03-02-2017 3.00,1,50,20170203031,03-02-2017,3.00.00,3,3,2,2017,4
5164,03-02-2017 4.00,1,45,20170203041,03-02-2017,4.00.00,4,3,2,2017,4
5165,03-02-2017 5.00,1,38,20170203051,03-02-2017,5.00.00,5,3,2,2017,4
5166,03-02-2017 6.00,1,39,20170203061,03-02-2017,6.00.00,6,3,2,2017,4
5167,03-02-2017 7.00,1,43,20170203071,03-02-2017,7.00.00,7,3,2,2017,4
5168,03-02-2017 8.00,1,55,20170203081,03-02-2017,8.00.00,8,3,2,2017,4
5169,03-02-2017 9.00,1,64,20170203091,03-02-2017,9.00.00,9,3,2,2017,4
5170,03-02-2017 10.00,1,74,20170203101,03-02-2017,10.00.00,10,3,2,2017,4
5171,03-02-2017 11.00,1,77,20170203111,03-02-2017,11.00.00,11,3,2,2017,4
5172,03-02-2017 12.00,1,79,20170203121,03-02-2017,12.00.00,12,3,2,2017,4
5173,03-02-2017 13.00,1,70,20170203131,03-02-2017,13.00.00,13,3,2,2017,4
5174,03-02-2017 14.00,1,75,20170203141,03-02-2017,14.00.00,14,3,2,2017,4
5175,03-02-2017 15.00,1,77,20170203151,03-02-2017,15.00.00,15,3,2,2017,4
5176,03-02-2017 16.00,1,73,20170203161,03-02-2017,16.00.00,16,3,2,2017,4
5177,03-02-2017 17.00,1,71,20170203171,03-02-2017,17.00.00,17,3,2,2017,4
5178,03-02-2017 18.00,1,72,20170203181,03-02-2017,18.00.00,18,3,2,2017,4
5179,03-02-2017 19.00,1,79,20170203191,03-02-2017,19.00.00,19,3,2,2017,4
5180,03-02-2017 20.00,1,77,20170203201,03-02-2017,20.00.00,20,3,2,2017,4
5181,03-02-2017 21.00,1,77,20170203211,03-02-2017,21.00.00,21,3,2,2017,4
5182,03-02-2017 22.00,1,74,20170203221,03-02-2017,22.00.00,22,3,2,2017,4
5183,03-02-2017 23.00,1,73,20170203231,03-02-2017,23.00.00,23,3,2,2017,4
5184,04-02-2017 0.00,1,64,20170204001,04-02-2017,0.00.00,0,4,2,2017,5
5185,04-02-2017 1.00,1,55,20170204011,04-02-2017,1.00.00,1,4,2,2017,5
5186,04-02-2017 2.00,1,51,20170204021,04-02-2017,2.00.00,2,4,2,2017,5
5187,04-02-2017 3.00,1,41,20170204031,04-02-2017,3.00.00,3,4,2,2017,5
5188,04-02-2017 4.00,1,35,20170204041,04-02-2017,4.00.00,4,4,2,2017,5
5189,04-02-2017 5.00,1,32,20170204051,04-02-2017,5.00.00,5,4,2,2017,5
5190,04-02-2017 6.00,1,33,20170204061,04-02-2017,6.00.00,6,4,2,2017,5
5191,04-02-2017 7.00,1,35,20170204071,04-02-2017,7.00.00,7,4,2,2017,5
5192,04-02-2017 8.00,1,39,20170204081,04-02-2017,8.00.00,8,4,2,2017,5
5193,04-02-2017 9.00,1,43,20170204091,04-02-2017,9.00.00,9,4,2,2017,5
5194,04-02-2017 10.00,1,47,20170204101,04-02-2017,10.00.00,10,4,2,2017,5
5195,04-02-2017 11.00,1,51,20170204111,04-02-2017,11.00.00,11,4,2,2017,5
5196,04-02-2017 12.00,1,52,20170204121,04-02-2017,12.00.00,12,4,2,2017,5
5197,04-02-2017 13.00,1,48,20170204131,04-02-2017,13.00.00,13,4,2,2017,5
5198,04-02-2017 14.00,1,44,20170204141,04-02-2017,14.00.00,14,4,2,2017,5
5199,04-02-2017 15.00,1,44,20170204151,04-02-2017,15.00.00,15,4,2,2017,5
5200,04-02-2017 16.00,1,51,20170204161,04-02-2017,16.00.00,16,4,2,2017,5
5201,04-02-2017 17.00,1,47,20170204171,04-02-2017,17.00.00,17,4,2,2017,5
5202,04-02-2017 18.00,1,50,20170204181,04-02-2017,18.00.00,18,4,2,2017,5
5203,04-02-2017 19.00,1,59,20170204191,04-02-2017,19.00.00,19,4,2,2017,5
5204,04-02-2017 20.00,1,62,20170204201,04-02-2017,20.00.00,20,4,2,2017,5
5205,04-02-2017 21.00,1,64,20170204211,04-02-2017,21.00.00,21,4,2,2017,5
5206,04-02-2017 22.00,1,62,20170204221,04-02-2017,22.00.00,22,4,2,2017,5
5207,04-02-2017 23.00,1,59,20170204231,04-02-2017,23.00.00,23,4,2,2017,5
5208,05-02-2017 0.00,1,50,20170205001,05-02-2017,0.00.00,0,5,2,2017,6
5209,05-02-2017 1.00,1,41,20170205011,05-02-2017,1.00.00,1,5,2,2017,6
5210,05-02-2017 2.00,1,35,20170205021,05-02-2017,2.00.00,2,5,2,2017,6
5211,05-02-2017 3.00,1,33,20170205031,05-02-2017,3.00.00,3,5,2,2017,6
5212,05-02-2017 4.00,1,33,20170205041,05-02-2017,4.00.00,4,5,2,2017,6
5213,05-02-2017 5.00,1,31,20170205051,05-02-2017,5.00.00,5,5,2,2017,6
5214,05-02-2017 6.00,1,29,20170205061,05-02-2017,6.00.00,6,5,2,2017,6
5215,05-02-2017 7.00,1,33,20170205071,05-02-2017,7.00.00,7,5,2,2017,6
5216,05-02-2017 8.00,1,34,20170205081,05-02-2017,8.00.00,8,5,2,2017,6
5217,05-02-2017 9.00,1,44,20170205091,05-02-2017,9.00.00,9,5,2,2017,6
5218,05-02-2017 10.00,1,45,20170205101,05-02-2017,10.00.00,10,5,2,2017,6
5219,05-02-2017 11.00,1,43,20170205111,05-02-2017,11.00.00,11,5,2,2017,6
5220,05-02-2017 12.00,1,44,20170205121,05-02-2017,12.00.00,12,5,2,2017,6
5221,05-02-2017 13.00,1,46,20170205131,05-02-2017,13.00.00,13,5,2,2017,6
5222,05-02-2017 14.00,1,43,20170205141,05-02-2017,14.00.00,14,5,2,2017,6
5223,05-02-2017 15.00,1,46,20170205151,05-02-2017,15.00.00,15,5,2,2017,6
5224,05-02-2017 16.00,1,44,20170205161,05-02-2017,16.00.00,16,5,2,2017,6
5225,05-02-2017 17.00,1,44,20170205171,05-02-2017,17.00.00,17,5,2,2017,6
5226,05-02-2017 18.00,1,53,20170205181,05-02-2017,18.00.00,18,5,2,2017,6
5227,05-02-2017 19.00,1,58,20170205191,05-02-2017,19.00.00,19,5,2,2017,6
5228,05-02-2017 20.00,1,56,20170205201,05-02-2017,20.00.00,20,5,2,2017,6
5229,05-02-2017 21.00,1,63,20170205211,05-02-2017,21.00.00,21,5,2,2017,6
5230,05-02-2017 22.00,1,59,20170205221,05-02-2017,22.00.00,22,5,2,2017,6
5231,05-02-2017 23.00,1,61,20170205231,05-02-2017,23.00.00,23,5,2,2017,6
5232,06-02-2017 0.00,1,52,20170206001,06-02-2017,0.00.00,0,6,2,2017,0
5233,06-02-2017 1.00,1,43,20170206011,06-02-2017,1.00.00,1,6,2,2017,0
5234,06-02-2017 2.00,1,41,20170206021,06-02-2017,2.00.00,2,6,2,2017,0
5235,06-02-2017 3.00,1,41,20170206031,06-02-2017,3.00.00,3,6,2,2017,0
5236,06-02-2017 4.00,1,33,20170206041,06-02-2017,4.00.00,4,6,2,2017,0
5237,06-02-2017 5.00,1,33,20170206051,06-02-2017,5.00.00,5,6,2,2017,0
5238,06-02-2017 6.00,1,33,20170206061,06-02-2017,6.00.00,6,6,2,2017,0
5239,06-02-2017 7.00,1,44,20170206071,06-02-2017,7.00.00,7,6,2,2017,0
5240,06-02-2017 8.00,1,45,20170206081,06-02-2017,8.00.00,8,6,2,2017,0
5241,06-02-2017 9.00,1,56,20170206091,06-02-2017,9.00.00,9,6,2,2017,0
5242,06-02-2017 10.00,1,89,20170206101,06-02-2017,10.00.00,10,6,2,2017,0
5243,06-02-2017 11.00,1,93,20170206111,06-02-2017,11.00.00,11,6,2,2017,0
5244,06-02-2017 12.00,1,95,20170206121,06-02-2017,12.00.00,12,6,2,2017,0
5245,06-02-2017 13.00,1,82,20170206131,06-02-2017,13.00.00,13,6,2,2017,0
5246,06-02-2017 14.00,1,95,20170206141,06-02-2017,14.00.00,14,6,2,2017,0
5247,06-02-2017 15.00,1,93,20170206151,06-02-2017,15.00.00,15,6,2,2017,0
5248,06-02-2017 16.00,1,89,20170206161,06-02-2017,16.00.00,16,6,2,2017,0
5249,06-02-2017 17.00,1,82,20170206171,06-02-2017,17.00.00,17,6,2,2017,0
5250,06-02-2017 18.00,1,89,20170206181,06-02-2017,18.00.00,18,6,2,2017,0
5251,06-02-2017 19.00,1,93,20170206191,06-02-2017,19.00.00,19,6,2,2017,0
5252,06-02-2017 20.00,1,97,20170206201,06-02-2017,20.00.00,20,6,2,2017,0
5253,06-02-2017 21.00,1,91,20170206211,06-02-2017,21.00.00,21,6,2,2017,0
5254,06-02-2017 22.00,1,89,20170206221,06-02-2017,22.00.00,22,6,2,2017,0
5255,06-02-2017 23.00,1,81,20170206231,06-02-2017,23.00.00,23,6,2,2017,0
5256,07-02-2017 0.00,1,72,20170207001,07-02-2017,0.00.00,0,7,2,2017,1
5257,07-02-2017 1.00,1,64,20170207011,07-02-2017,1.00.00,1,7,2,2017,1
5258,07-02-2017 2.00,1,56,20170207021,07-02-2017,2.00.00,2,7,2,2017,1
5259,07-02-2017 3.00,1,52,20170207031,07-02-2017,3.00.00,3,7,2,2017,1
5260,07-02-2017 4.00,1,45,20170207041,07-02-2017,4.00.00,4,7,2,2017,1
5261,07-02-2017 5.00,1,39,20170207051,07-02-2017,5.00.00,5,7,2,2017,1
5262,07-02-2017 6.00,1,44,20170207061,07-02-2017,6.00.00,6,7,2,2017,1
5263,07-02-2017 7.00,1,48,20170207071,07-02-2017,7.00.00,7,7,2,2017,1
5264,07-02-2017 8.00,1,55,20170207081,07-02-2017,8.00.00,8,7,2,2017,1
5265,07-02-2017 9.00,1,60,20170207091,07-02-2017,9.00.00,9,7,2,2017,1
5266,07-02-2017 10.00,1,73,20170207101,07-02-2017,10.00.00,10,7,2,2017,1
5267,07-02-2017 11.00,1,84,20170207111,07-02-2017,11.00.00,11,7,2,2017,1
5268,07-02-2017 12.00,1,79,20170207121,07-02-2017,12.00.00,12,7,2,2017,1
5269,07-02-2017 13.00,1,72,20170207131,07-02-2017,13.00.00,13,7,2,2017,1
5270,07-02-2017 14.00,1,88,20170207141,07-02-2017,14.00.00,14,7,2,2017,1
5271,07-02-2017 15.00,1,89,20170207151,07-02-2017,15.00.00,15,7,2,2017,1
5272,07-02-2017 16.00,1,79,20170207161,07-02-2017,16.00.00,16,7,2,2017,1
5273,07-02-2017 17.00,1,77,20170207171,07-02-2017,17.00.00,17,7,2,2017,1
5274,07-02-2017 18.00,1,83,20170207181,07-02-2017,18.00.00,18,7,2,2017,1
5275,07-02-2017 19.00,1,90,20170207191,07-02-2017,19.00.00,19,7,2,2017,1
5276,07-02-2017 20.00,1,84,20170207201,07-02-2017,20.00.00,20,7,2,2017,1
5277,07-02-2017 21.00,1,79,20170207211,07-02-2017,21.00.00,21,7,2,2017,1
5278,07-02-2017 22.00,1,78,20170207221,07-02-2017,22.00.00,22,7,2,2017,1
5279,07-02-2017 23.00,1,71,20170207231,07-02-2017,23.00.00,23,7,2,2017,1
5280,08-02-2017 0.00,1,70,20170208001,08-02-2017,0.00.00,0,8,2,2017,2
5281,08-02-2017 1.00,1,58,20170208011,08-02-2017,1.00.00,1,8,2,2017,2
5282,08-02-2017 2.00,1,50,20170208021,08-02-2017,2.00.00,2,8,2,2017,2
5283,08-02-2017 3.00,1,49,20170208031,08-02-2017,3.00.00,3,8,2,2017,2
5284,08-02-2017 4.00,1,44,20170208041,08-02-2017,4.00.00,4,8,2,2017,2
5285,08-02-2017 5.00,1,34,20170208051,08-02-2017,5.00.00,5,8,2,2017,2
5286,08-02-2017 6.00,1,39,20170208061,08-02-2017,6.00.00,6,8,2,2017,2
5287,08-02-2017 7.00,1,47,20170208071,08-02-2017,7.00.00,7,8,2,2017,2
5288,08-02-2017 8.00,1,51,20170208081,08-02-2017,8.00.00,8,8,2,2017,2
5289,08-02-2017 9.00,1,59,20170208091,08-02-2017,9.00.00,9,8,2,2017,2
5290,08-02-2017 10.00,1,77,20170208101,08-02-2017,10.00.00,10,8,2,2017,2
5291,08-02-2017 11.00,1,81,20170208111,08-02-2017,11.00.00,11,8,2,2017,2
5292,08-02-2017 12.00,1,78,20170208121,08-02-2017,12.00.00,12,8,2,2017,2
5293,08-02-2017 13.00,1,77,20170208131,08-02-2017,13.00.00,13,8,2,2017,2
5294,08-02-2017 14.00,1,84,20170208141,08-02-2017,14.00.00,14,8,2,2017,2
5295,08-02-2017 15.00,1,80,20170208151,08-02-2017,15.00.00,15,8,2,2017,2
5296,08-02-2017 16.00,1,78,20170208161,08-02-2017,16.00.00,16,8,2,2017,2
5297,08-02-2017 17.00,1,72,20170208171,08-02-2017,17.00.00,17,8,2,2017,2
5298,08-02-2017 18.00,1,77,20170208181,08-02-2017,18.00.00,18,8,2,2017,2
5299,08-02-2017 19.00,1,80,20170208191,08-02-2017,19.00.00,19,8,2,2017,2
5300,08-02-2017 20.00,1,83,20170208201,08-02-2017,20.00.00,20,8,2,2017,2
5301,08-02-2017 21.00,1,82,20170208211,08-02-2017,21.00.00,21,8,2,2017,2
5302,08-02-2017 22.00,1,81,20170208221,08-02-2017,22.00.00,22,8,2,2017,2
5303,08-02-2017 23.00,1,74,20170208231,08-02-2017,23.00.00,23,8,2,2017,2
5304,09-02-2017 0.00,1,63,20170209001,09-02-2017,0.00.00,0,9,2,2017,3
5305,09-02-2017 1.00,1,57,20170209011,09-02-2017,1.00.00,1,9,2,2017,3
5306,09-02-2017 2.00,1,53,20170209021,09-02-2017,2.00.00,2,9,2,2017,3
5307,09-02-2017 3.00,1,49,20170209031,09-02-2017,3.00.00,3,9,2,2017,3
5308,09-02-2017 4.00,1,40,20170209041,09-02-2017,4.00.00,4,9,2,2017,3
5309,09-02-2017 5.00,1,35,20170209051,09-02-2017,5.00.00,5,9,2,2017,3
5310,09-02-2017 6.00,1,40,20170209061,09-02-2017,6.00.00,6,9,2,2017,3
5311,09-02-2017 7.00,1,45,20170209071,09-02-2017,7.00.00,7,9,2,2017,3
5312,09-02-2017 8.00,1,50,20170209081,09-02-2017,8.00.00,8,9,2,2017,3
5313,09-02-2017 9.00,1,57,20170209091,09-02-2017,9.00.00,9,9,2,2017,3
5314,09-02-2017 10.00,1,76,20170209101,09-02-2017,10.00.00,10,9,2,2017,3
5315,09-02-2017 11.00,1,105,20170209111,09-02-2017,11.00.00,11,9,2,2017,3
5316,09-02-2017 12.00,1,93,20170209121,09-02-2017,12.00.00,12,9,2,2017,3
5317,09-02-2017 13.00,1,81,20170209131,09-02-2017,13.00.00,13,9,2,2017,3
5318,09-02-2017 14.00,1,90,20170209141,09-02-2017,14.00.00,14,9,2,2017,3
5319,09-02-2017 15.00,1,86,20170209151,09-02-2017,15.00.00,15,9,2,2017,3
5320,09-02-2017 16.00,1,81,20170209161,09-02-2017,16.00.00,16,9,2,2017,3
5321,09-02-2017 17.00,1,77,20170209171,09-02-2017,17.00.00,17,9,2,2017,3
5322,09-02-2017 18.00,1,87,20170209181,09-02-2017,18.00.00,18,9,2,2017,3
5323,09-02-2017 19.00,1,95,20170209191,09-02-2017,19.00.00,19,9,2,2017,3
5324,09-02-2017 20.00,1,94,20170209201,09-02-2017,20.00.00,20,9,2,2017,3
5325,09-02-2017 21.00,1,92,20170209211,09-02-2017,21.00.00,21,9,2,2017,3
5326,09-02-2017 22.00,1,88,20170209221,09-02-2017,22.00.00,22,9,2,2017,3
5327,09-02-2017 23.00,1,74,20170209231,09-02-2017,23.00.00,23,9,2,2017,3
5328,10-02-2017 0.00,1,74,20170210001,10-02-2017,0.00.00,0,10,2,2017,4
5329,10-02-2017 1.00,1,63,20170210011,10-02-2017,1.00.00,1,10,2,2017,4
5330,10-02-2017 2.00,1,53,20170210021,10-02-2017,2.00.00,2,10,2,2017,4
5331,10-02-2017 3.00,1,50,20170210031,10-02-2017,3.00.00,3,10,2,2017,4
5332,10-02-2017 4.00,1,44,20170210041,10-02-2017,4.00.00,4,10,2,2017,4
5333,10-02-2017 5.00,1,40,20170210051,10-02-2017,5.00.00,5,10,2,2017,4
5334,10-02-2017 6.00,1,44,20170210061,10-02-2017,6.00.00,6,10,2,2017,4
5335,10-02-2017 7.00,1,46,20170210071,10-02-2017,7.00.00,7,10,2,2017,4
5336,10-02-2017 8.00,1,51,20170210081,10-02-2017,8.00.00,8,10,2,2017,4
5337,10-02-2017 9.00,1,64,20170210091,10-02-2017,9.00.00,9,10,2,2017,4
5338,10-02-2017 10.00,1,76,20170210101,10-02-2017,10.00.00,10,10,2,2017,4
5339,10-02-2017 11.00,1,85,20170210111,10-02-2017,11.00.00,11,10,2,2017,4
5340,10-02-2017 12.00,1,80,20170210121,10-02-2017,12.00.00,12,10,2,2017,4
5341,10-02-2017 13.00,1,71,20170210131,10-02-2017,13.00.00,13,10,2,2017,4
5342,10-02-2017 14.00,1,79,20170210141,10-02-2017,14.00.00,14,10,2,2017,4
5343,10-02-2017 15.00,1,79,20170210151,10-02-2017,15.00.00,15,10,2,2017,4
5344,10-02-2017 16.00,1,73,20170210161,10-02-2017,16.00.00,16,10,2,2017,4
5345,10-02-2017 17.00,1,68,20170210171,10-02-2017,17.00.00,17,10,2,2017,4
5346,10-02-2017 18.00,1,68,20170210181,10-02-2017,18.00.00,18,10,2,2017,4
5347,10-02-2017 19.00,1,77,20170210191,10-02-2017,19.00.00,19,10,2,2017,4
5348,10-02-2017 20.00,1,78,20170210201,10-02-2017,20.00.00,20,10,2,2017,4
5349,10-02-2017 21.00,1,81,20170210211,10-02-2017,21.00.00,21,10,2,2017,4
5350,10-02-2017 22.00,1,80,20170210221,10-02-2017,22.00.00,22,10,2,2017,4
5351,10-02-2017 23.00,1,70,20170210231,10-02-2017,23.00.00,23,10,2,2017,4
5352,11-02-2017 0.00,1,64,20170211001,11-02-2017,0.00.00,0,11,2,2017,5
5353,11-02-2017 1.00,1,56,20170211011,11-02-2017,1.00.00,1,11,2,2017,5
5354,11-02-2017 2.00,1,47,20170211021,11-02-2017,2.00.00,2,11,2,2017,5
5355,11-02-2017 3.00,1,42,20170211031,11-02-2017,3.00.00,3,11,2,2017,5
5356,11-02-2017 4.00,1,35,20170211041,11-02-2017,4.00.00,4,11,2,2017,5
5357,11-02-2017 5.00,1,31,20170211051,11-02-2017,5.00.00,5,11,2,2017,5
5358,11-02-2017 6.00,1,29,20170211061,11-02-2017,6.00.00,6,11,2,2017,5
5359,11-02-2017 7.00,1,32,20170211071,11-02-2017,7.00.00,7,11,2,2017,5
5360,11-02-2017 8.00,1,30,20170211081,11-02-2017,8.00.00,8,11,2,2017,5
5361,11-02-2017 9.00,1,41,20170211091,11-02-2017,9.00.00,9,11,2,2017,5
5362,11-02-2017 10.00,1,44,20170211101,11-02-2017,10.00.00,10,11,2,2017,5
5363,11-02-2017 11.00,1,46,20170211111,11-02-2017,11.00.00,11,11,2,2017,5
5364,11-02-2017 12.00,1,44,20170211121,11-02-2017,12.00.00,12,11,2,2017,5
5365,11-02-2017 13.00,1,41,20170211131,11-02-2017,13.00.00,13,11,2,2017,5
5366,11-02-2017 14.00,1,40,20170211141,11-02-2017,14.00.00,14,11,2,2017,5
5367,11-02-2017 15.00,1,45,20170211151,11-02-2017,15.00.00,15,11,2,2017,5
5368,11-02-2017 16.00,1,41,20170211161,11-02-2017,16.00.00,16,11,2,2017,5
5369,11-02-2017 17.00,1,43,20170211171,11-02-2017,17.00.00,17,11,2,2017,5
5370,11-02-2017 18.00,1,45,20170211181,11-02-2017,18.00.00,18,11,2,2017,5
5371,11-02-2017 19.00,1,54,20170211191,11-02-2017,19.00.00,19,11,2,2017,5
5372,11-02-2017 20.00,1,56,20170211201,11-02-2017,20.00.00,20,11,2,2017,5
5373,11-02-2017 21.00,1,57,20170211211,11-02-2017,21.00.00,21,11,2,2017,5
5374,11-02-2017 22.00,1,56,20170211221,11-02-2017,22.00.00,22,11,2,2017,5
5375,11-02-2017 23.00,1,52,20170211231,11-02-2017,23.00.00,23,11,2,2017,5
5376,12-02-2017 0.00,1,43,20170212001,12-02-2017,0.00.00,0,12,2,2017,6
5377,12-02-2017 1.00,1,37,20170212011,12-02-2017,1.00.00,1,12,2,2017,6
5378,12-02-2017 2.00,1,37,20170212021,12-02-2017,2.00.00,2,12,2,2017,6
5379,12-02-2017 3.00,1,32,20170212031,12-02-2017,3.00.00,3,12,2,2017,6
5380,12-02-2017 4.00,1,31,20170212041,12-02-2017,4.00.00,4,12,2,2017,6
5381,12-02-2017 5.00,1,26,20170212051,12-02-2017,5.00.00,5,12,2,2017,6
5382,12-02-2017 6.00,1,26,20170212061,12-02-2017,6.00.00,6,12,2,2017,6
5383,12-02-2017 7.00,1,27,20170212071,12-02-2017,7.00.00,7,12,2,2017,6
5384,12-02-2017 8.00,1,31,20170212081,12-02-2017,8.00.00,8,12,2,2017,6
5385,12-02-2017 9.00,1,40,20170212091,12-02-2017,9.00.00,9,12,2,2017,6
5386,12-02-2017 10.00,1,41,20170212101,12-02-2017,10.00.00,10,12,2,2017,6
5387,12-02-2017 11.00,1,48,20170212111,12-02-2017,11.00.00,11,12,2,2017,6
5388,12-02-2017 12.00,1,44,20170212121,12-02-2017,12.00.00,12,12,2,2017,6
5389,12-02-2017 13.00,1,41,20170212131,12-02-2017,13.00.00,13,12,2,2017,6
5390,12-02-2017 14.00,1,42,20170212141,12-02-2017,14.00.00,14,12,2,2017,6
5391,12-02-2017 15.00,1,44,20170212151,12-02-2017,15.00.00,15,12,2,2017,6
5392,12-02-2017 16.00,1,44,20170212161,12-02-2017,16.00.00,16,12,2,2017,6
5393,12-02-2017 17.00,1,47,20170212171,12-02-2017,17.00.00,17,12,2,2017,6
5394,12-02-2017 18.00,1,50,20170212181,12-02-2017,18.00.00,18,12,2,2017,6
5395,12-02-2017 19.00,1,57,20170212191,12-02-2017,19.00.00,19,12,2,2017,6
5396,12-02-2017 20.00,1,55,20170212201,12-02-2017,20.00.00,20,12,2,2017,6
5397,12-02-2017 21.00,1,59,20170212211,12-02-2017,21.00.00,21,12,2,2017,6
5398,12-02-2017 22.00,1,62,20170212221,12-02-2017,22.00.00,22,12,2,2017,6
5399,12-02-2017 23.00,1,58,20170212231,12-02-2017,23.00.00,23,12,2,2017,6
5400,13-02-2017 0.00,1,51,20170213001,13-02-2017,0.00.00,0,13,2,2017,0
5401,13-02-2017 1.00,1,47,20170213011,13-02-2017,1.00.00,1,13,2,2017,0
5402,13-02-2017 2.00,1,41,20170213021,13-02-2017,2.00.00,2,13,2,2017,0
5403,13-02-2017 3.00,1,40,20170213031,13-02-2017,3.00.00,3,13,2,2017,0
5404,13-02-2017 4.00,1,37,20170213041,13-02-2017,4.00.00,4,13,2,2017,0
5405,13-02-2017 5.00,1,37,20170213051,13-02-2017,5.00.00,5,13,2,2017,0
5406,13-02-2017 6.00,1,40,20170213061,13-02-2017,6.00.00,6,13,2,2017,0
5407,13-02-2017 7.00,1,47,20170213071,13-02-2017,7.00.00,7,13,2,2017,0
5408,13-02-2017 8.00,1,46,20170213081,13-02-2017,8.00.00,8,13,2,2017,0
5409,13-02-2017 9.00,1,57,20170213091,13-02-2017,9.00.00,9,13,2,2017,0
5410,13-02-2017 10.00,1,85,20170213101,13-02-2017,10.00.00,10,13,2,2017,0
5411,13-02-2017 11.00,1,96,20170213111,13-02-2017,11.00.00,11,13,2,2017,0
5412,13-02-2017 12.00,1,88,20170213121,13-02-2017,12.00.00,12,13,2,2017,0
5413,13-02-2017 13.00,1,80,20170213131,13-02-2017,13.00.00,13,13,2,2017,0
5414,13-02-2017 14.00,1,143,20170213141,13-02-2017,14.00.00,14,13,2,2017,0
5415,13-02-2017 15.00,1,134,20170213151,13-02-2017,15.00.00,15,13,2,2017,0
5416,13-02-2017 16.00,1,134,20170213161,13-02-2017,16.00.00,16,13,2,2017,0
5417,13-02-2017 17.00,1,135,20170213171,13-02-2017,17.00.00,17,13,2,2017,0
5418,13-02-2017 18.00,1,141,20170213181,13-02-2017,18.00.00,18,13,2,2017,0
5419,13-02-2017 19.00,1,156,20170213191,13-02-2017,19.00.00,19,13,2,2017,0
5420,13-02-2017 20.00,1,110,20170213201,13-02-2017,20.00.00,20,13,2,2017,0
5421,13-02-2017 21.00,1,96,20170213211,13-02-2017,21.00.00,21,13,2,2017,0
5422,13-02-2017 22.00,1,85,20170213221,13-02-2017,22.00.00,22,13,2,2017,0
5423,13-02-2017 23.00,1,76,20170213231,13-02-2017,23.00.00,23,13,2,2017,0
5424,14-02-2017 0.00,1,67,20170214001,14-02-2017,0.00.00,0,14,2,2017,1
5425,14-02-2017 1.00,1,59,20170214011,14-02-2017,1.00.00,1,14,2,2017,1
5426,14-02-2017 2.00,1,53,20170214021,14-02-2017,2.00.00,2,14,2,2017,1
5427,14-02-2017 3.00,1,48,20170214031,14-02-2017,3.00.00,3,14,2,2017,1
5428,14-02-2017 4.00,1,41,20170214041,14-02-2017,4.00.00,4,14,2,2017,1
5429,14-02-2017 5.00,1,39,20170214051,14-02-2017,5.00.00,5,14,2,2017,1
5430,14-02-2017 6.00,1,35,20170214061,14-02-2017,6.00.00,6,14,2,2017,1
5431,14-02-2017 7.00,1,44,20170214071,14-02-2017,7.00.00,7,14,2,2017,1
5432,14-02-2017 8.00,1,46,20170214081,14-02-2017,8.00.00,8,14,2,2017,1
5433,14-02-2017 9.00,1,55,20170214091,14-02-2017,9.00.00,9,14,2,2017,1
5434,14-02-2017 10.00,1,71,20170214101,14-02-2017,10.00.00,10,14,2,2017,1
5435,14-02-2017 11.00,1,76,20170214111,14-02-2017,11.00.00,11,14,2,2017,1
5436,14-02-2017 12.00,1,76,20170214121,14-02-2017,12.00.00,12,14,2,2017,1
5437,14-02-2017 13.00,1,67,20170214131,14-02-2017,13.00.00,13,14,2,2017,1
5438,14-02-2017 14.00,1,80,20170214141,14-02-2017,14.00.00,14,14,2,2017,1
5439,14-02-2017 15.00,1,79,20170214151,14-02-2017,15.00.00,15,14,2,2017,1
5440,14-02-2017 16.00,1,75,20170214161,14-02-2017,16.00.00,16,14,2,2017,1
5441,14-02-2017 17.00,1,77,20170214171,14-02-2017,17.00.00,17,14,2,2017,1
5442,14-02-2017 18.00,1,73,20170214181,14-02-2017,18.00.00,18,14,2,2017,1
5443,14-02-2017 19.00,1,80,20170214191,14-02-2017,19.00.00,19,14,2,2017,1
5444,14-02-2017 20.00,1,79,20170214201,14-02-2017,20.00.00,20,14,2,2017,1
5445,14-02-2017 21.00,1,73,20170214211,14-02-2017,21.00.00,21,14,2,2017,1
5446,14-02-2017 22.00,1,76,20170214221,14-02-2017,22.00.00,22,14,2,2017,1
5447,14-02-2017 23.00,1,65,20170214231,14-02-2017,23.00.00,23,14,2,2017,1
5448,15-02-2017 0.00,1,68,20170215001,15-02-2017,0.00.00,0,15,2,2017,2
5449,15-02-2017 1.00,1,56,20170215011,15-02-2017,1.00.00,1,15,2,2017,2
5450,15-02-2017 2.00,1,50,20170215021,15-02-2017,2.00.00,2,15,2,2017,2
5451,15-02-2017 3.00,1,47,20170215031,15-02-2017,3.00.00,3,15,2,2017,2
5452,15-02-2017 4.00,1,37,20170215041,15-02-2017,4.00.00,4,15,2,2017,2
5453,15-02-2017 5.00,1,35,20170215051,15-02-2017,5.00.00,5,15,2,2017,2
5454,15-02-2017 6.00,1,34,20170215061,15-02-2017,6.00.00,6,15,2,2017,2
5455,15-02-2017 7.00,1,42,20170215071,15-02-2017,7.00.00,7,15,2,2017,2
5456,15-02-2017 8.00,1,45,20170215081,15-02-2017,8.00.00,8,15,2,2017,2
5457,15-02-2017 9.00,1,54,20170215091,15-02-2017,9.00.00,9,15,2,2017,2
5458,15-02-2017 10.00,1,82,20170215101,15-02-2017,10.00.00,10,15,2,2017,2
5459,15-02-2017 11.00,1,85,20170215111,15-02-2017,11.00.00,11,15,2,2017,2
